"cluster","rank","gene","score","pval","pval_adj","logfc"
"5",27,"TBX21",3.68617157907438,4.22674079651168e-58,5.79655232833612e-54,3.68617157907438
"5",28,"MATK",3.5514932712062,1.60028701138821e-93,2.19463360741779e-89,3.5514932712062
"5",29,"HOPX",3.49206546172301,2.51877969125981e-91,3.4542544685937e-87,3.49206546172301
"5",30,"CD247",3.42712561194305,2.2533672786357e-88,3.090267885921e-84,3.42712561194305
"5",31,"CTSW",3.32988973651405,5.31445142965831e-124,7.28823869063341e-120,3.32988973651405
"5",32,"APMAP",3.14539054052281,2.58933342496919e-86,3.55101185900275e-82,3.14539054052281
"5",33,"SAMD3",2.94844159879879,9.02497112002513e-35,1.23768453940025e-30,2.94844159879879
"5",34,"GZMH",2.90392811855341,3.81871273140053e-111,5.23698263984269e-107,2.90392811855341
"5",35,"GZMM",2.78166338924976,1.34214403516012e-75,1.84061632981859e-71,2.78166338924976
"5",36,"ASCL2",2.77189516050874,5.13904468606742e-25,7.04768588247285e-21,2.77189516050874
"5",37,"CX3CR1",2.72277913720674,1.33188667067866e-34,1.82654938016872e-30,2.72277913720674
"5",38,"FCGR3A",2.65608377360326,5.32340544773845e-103,7.30051823102852e-99,2.65608377360326
"5",39,"CHST12",2.61304549109944,2.90297461017425e-31,3.98113938039297e-27,2.61304549109944
"5",40,"ARPC5L",2.60796828791715,4.1935507815803e-38,5.75103554185923e-34,2.60796828791715
"5",41,"NCR3",2.59668359087303,4.15748145858606e-46,5.70157007230492e-42,2.59668359087303
"5",42,"TPST2",2.59396130592578,2.22823857712565e-60,3.05580638467012e-56,2.59396130592578
"5",43,"CD300A",2.54260174106123,7.26309186123297e-29,9.96060417849489e-25,2.54260174106123
"5",44,"C12orf75",2.43243598320515,2.87309273122328e-45,3.94015937159961e-41,2.43243598320515
"5",45,"CCL3",2.317965340822,3.38336785835823e-26,4.63995068095248e-22,2.317965340822
"5",46,"AOAH",2.26472263082242,1.52817793912007e-26,2.09574322570927e-22,2.26472263082242
"5",47,"CD7",2.20708826598199,3.1934518298751e-59,4.37949983949071e-55,2.20708826598199
"5",48,"CMC1",2.16409879855135,6.02592521452019e-21,8.26395383919298e-17,2.16409879855135
"5",49,"PLEK",2.13405154222584,7.21510677594095e-31,9.89479743252542e-27,2.13405154222584
"5",50,"C5orf56",2.06046769604682,5.4835192607376e-24,7.52009831417555e-20,2.06046769604682
"6",1,"FCER1A",7.94083816189959,7.20955261956045e-247,9.8871804624652e-243,7.94083816189959
"6",2,"CLIC2",6.66470330968904,6.20809269511878e-107,8.5137783220859e-103,6.66470330968904
"6",3,"CLEC10A",6.41126284061541,1.76195997613623e-168,2.41635191127323e-164,6.41126284061541
"6",4,"ENHO",6.15577164310312,1.51010072705136e-138,2.07095213707823e-134,6.15577164310312
"6",5,"SERPINF1",5.64033641075968,6.644995228222e-141,9.11294645598365e-137,5.64033641075968
"6",6,"CD1C",4.80785656209028,3.84459770290168e-82,5.27248128975936e-78,4.80785656209028
"6",7,"UPK3A",4.27367477293781,5.41362090262496e-35,7.42423970585988e-31,4.27367477293781
"6",8,"PON2",4.11223140287004,4.74981469437106e-37,6.51389587186047e-33,4.11223140287004
"6",9,"P2RY13",4.0473024233636,2.47107418690883e-24,3.38883113992677e-20,4.0473024233636
"6",10,"CACNA2D3",3.96799052410832,7.09615411026981e-53,9.73166574682402e-49,3.96799052410832
"6",11,"LGMN",3.89126719377707,3.5883002231753e-29,4.92099492606261e-25,3.89126719377707
"6",12,"NDRG2",3.7405971754657,1.22574002212811e-37,1.68097986634649e-33,3.7405971754657
"6",13,"ALDH2",3.51061011016978,1.38148164756809e-20,1.89456393147488e-16,3.51061011016978
"6",14,"BASP1",3.45295279436117,3.46789340830226e-37,4.75586902014572e-33,3.45295279436117
"6",15,"HLA-DQB2",3.39593213735253,8.77405366488192e-53,1.20327371960191e-48,3.39593213735253
"6",16,"LMO2",3.36960155050386,1.22367780996803e-25,1.67815174859016e-21,3.36960155050386
"6",17,"HLA-DQA2",3.29942868823817,1.3029904793658e-41,1.78692114340226e-37,3.29942868823817
"6",18,"HLA-DQA1",3.23016594010325,2.34944661966807e-33,3.22203109421279e-29,3.23016594010325
"6",19,"CD302",3.21399816825181,1.02004916004915e-19,1.39889541809141e-15,3.21399816825181
"6",20,"SULF2",3.20795528689325,4.75549794137263e-29,6.52168987679842e-25,3.20795528689325
"6",21,"HLA-DOA",3.09775110449726,1.08372742293804e-34,1.48622378781723e-30,3.09775110449726
"6",22,"HLA-DPB1",3.03924762996574,7.14385900121593e-22,9.79708823426753e-18,3.03924762996574
"6",23,"HLA-DQB1",2.90932452490167,4.50806621061893e-27,6.1823620012428e-23,2.90932452490167
"6",24,"CPVL",2.89261918707496,3.44906892220971e-33,4.7300531199184e-29,2.89261918707496
"6",25,"CCDC88A",2.8913271677763,2.34158496751808e-29,3.21124962445429e-25,2.8913271677763
"6",26,"ID1",2.877872432314,3.7974321565402e-19,5.20779845947923e-15,2.877872432314
"6",27,"GSN",2.86636014597876,1.73479545563692e-27,2.37909848786047e-23,2.86636014597876
"6",28,"CNDP2",2.86305527528231,0.00014823628217803,1,2.86305527528231
"6",29,"CD33",2.85572245244216,3.16219822937762e-36,4.33663865176847e-32,2.85572245244216
"6",30,"PHACTR1",2.84503180629771,1.39195057119851e-43,1.90892101334163e-39,2.84503180629771
"6",31,"HLA-DPA1",2.82570631441303,4.31439967132138e-22,5.91676770925015e-18,2.82570631441303
"6",32,"HLA-DRB1",2.80716852581165,9.4613968117879e-22,1.29753595876859e-17,2.80716852581165
"6",33,"C10orf128",2.79729755321579,2.84034427659421e-18,3.89524814092131e-14,2.79729755321579
"6",34,"SPATS2L",2.79160731566261,1.82354551651386e-21,2.50081032134711e-17,2.79160731566261
"6",35,"CSF2RA",2.75446285878241,2.12461907214459e-15,2.91370259553909e-11,2.75446285878241
"6",36,"IL1B",2.73600134996282,1.93481965118115e-27,2.65341166962983e-23,2.73600134996282
"6",37,"GNA15",2.73147481621856,2.43799241074985e-17,3.34346279210234e-13,2.73147481621856
"6",38,"HLA-DRB5",2.72098809286187,6.08512604087113e-23,8.34514185245067e-19,2.72098809286187
"6",39,"CST3",2.70197704946022,1.96776675185014e-22,2.69859532348728e-18,2.70197704946022
"6",40,"SEMA4A",2.68808708141218,3.04477787053832e-22,4.17560837165626e-18,2.68808708141218
"6",41,"RPS6KA4",2.67331051940573,2.32151009028685e-23,3.18371893781938e-19,2.67331051940573
"6",42,"CD1D",2.6614104894998,4.41507537154227e-28,6.05483436453307e-24,2.6614104894998
"6",43,"FABP5",2.65333287065992,1.29652060812653e-10,1.77804836198472e-06,2.65333287065992
"6",44,"HLA-DRA",2.62928963568412,7.33608431932509e-20,1.00607060355224e-15,2.62928963568412
"6",45,"PLD4",2.60291826238834,8.71824245103799e-29,1.19561976973535e-24,2.60291826238834
"6",46,"ZNF385A",2.58633425473241,2.62715937329535e-20,3.60288636453724e-16,2.58633425473241
"6",47,"LMNA",2.51894825072918,4.9100392505459e-09,6.73362782819865e-05,2.51894825072918
"6",48,"CCDC50",2.41641986303531,6.30608132621709e-15,8.64815993077412e-11,2.41641986303531
"6",49,"COMMD3",2.38513975282935,0.00591005129221255,1,2.38513975282935
"6",50,"KLF10",2.34186599690963,4.70622794967909e-12,6.4541210101899e-08,2.34186599690963
"7",1,"LY6G6F",14.2538895772481,0,0,14.2538895772481
"7",2,"RP11-879F14.2",13.8212755502097,1.7834780813223e-206,2.4458618407254e-202,13.8212755502097
"7",3,"CLDN5",13.1561497069175,2.88856149741735e-212,3.96137323755816e-208,13.1561497069175
"7",4,"GP9",12.8073442987184,0,0,12.8073442987184
"7",5,"AP001189.4",12.4077793366407,0,0,12.4077793366407
"7",6,"ITGA2B",11.9124497998835,0,0,11.9124497998835
"7",7,"TMEM40",11.6358127211806,0,0,11.6358127211806
"7",8,"PF4",11.4699003369794,3.2894851526046e-200,4.51119993828195e-196,11.4699003369794
"7",9,"PPBP",11.4141223099984,5.40781525075095e-109,7.41627783487986e-105,11.4141223099984
"7",10,"PTCRA",11.4098001887451,2.53521892431191e-250,3.47679923280135e-246,11.4098001887451
"7",11,"GNG11",11.2513856422882,7.02490123184959e-186,9.63394954935853e-182,11.2513856422882
"7",12,"C2orf88",11.1188908565383,2.83074540715466e-202,3.8820842513719e-198,11.1188908565383
"7",13,"SEPT5",11.0537152940606,2.13077898109447e-278,2.92215029467296e-274,11.0537152940606
"7",14,"HGD",11.0499872693683,3.26589827118585e-212,4.47885288910427e-208,11.0499872693683
"7",15,"ITGB3",11.0036395435784,3.45654205427585e-172,4.7403017732339e-168,11.0036395435784
"7",16,"SCN1B",10.8721443940754,1.41365407860599e-132,1.93868520340026e-128,10.8721443940754
"7",17,"TREML1",10.8517719235388,6.42228319452234e-243,8.80751917296793e-239,10.8517719235388
"7",18,"PVALB",10.5848160281748,1.41365407860599e-132,1.93868520340026e-128,10.5848160281748
"7",19,"PDZK1IP1",10.5340281298817,1.09985751718315e-110,1.50834459906497e-106,10.5340281298817
"7",20,"SDPR",10.4697142783422,1.3773429060538e-168,1.88888806136217e-164,10.4697142783422
"7",21,"FAXDC2",10.417502393002,1.9692348091866e-129,2.7006086173185e-125,10.417502393002
"7",22,"CMTM5",10.3240142510486,6.82602630927981e-189,9.36121248054633e-185,10.3240142510486
"7",23,"CLU",10.3150944706214,1.37329543096057e-118,1.88333735401932e-114,10.3150944706214
"7",24,"CLEC1B",10.1508967906915,6.28861904454872e-156,8.62421215769412e-152,10.1508967906915
"7",25,"C19orf33",10.0239564025103,5.50649242454885e-115,7.55160371102629e-111,10.0239564025103
"7",26,"SCGB1C1",9.88977250229502,4.66171257287667e-165,6.39307262244306e-161,9.88977250229502
"7",27,"TUBB1",9.87195615248679,6.28152427021312e-100,8.61448238417028e-96,9.87195615248679
"7",28,"CTTN",9.86346291265892,1.33106580798805e-110,1.82542364907481e-106,9.86346291265892
"7",29,"AC147651.3",9.78793470515829,7.33845065602061e-156,1.00639512296667e-151,9.78793470515829
"7",30,"MYL9",9.71147160745279,1.31322366444504e-124,1.80095493341993e-120,9.71147160745279
"7",31,"ACRBP",9.64421054230557,3.54899878998649e-130,4.86709694058747e-126,9.64421054230557
"7",32,"SPARC",9.60025782765077,5.34841070415547e-201,7.33481043967882e-197,9.60025782765077
"7",33,"TUBA8",9.4065951891562,1.20996249933669e-110,1.65934257159033e-106,9.4065951891562
"7",34,"GP1BA",9.18206691495293,4.18491085363283e-176,5.73918674467206e-172,9.18206691495293
"7",35,"ARHGAP6",9.11535436766197,1.58514233187471e-132,2.17386419393298e-128,9.11535436766197
"7",36,"ESAM",9.09948476799585,1.04930128707467e-103,1.4390117850942e-99,9.09948476799585
"7",37,"CA2",9.08447636921298,7.60486888537249e-86,1.04293171893998e-81,9.08447636921298
"7",38,"FSTL1",8.90958275256762,5.22974321173706e-95,7.1720698405762e-91,8.90958275256762
"7",39,"CD9",8.8936645788337,8.65792893270862e-79,1.18734837383166e-74,8.8936645788337
"7",40,"HIST1H2BJ",8.8155047780402,1.87987749300164e-69,2.57806399390245e-65,8.8155047780402
"7",41,"ALOX12",8.67699276281983,3.42314165678855e-94,4.69449646811982e-90,8.67699276281983
"7",42,"DMTN",8.61941946767214,4.03252029518359e-52,5.53019833281477e-48,8.61941946767214
"7",43,"HIST1H2AC",8.57727667448703,7.81692905551099e-77,1.07201365067278e-72,8.57727667448703
"7",44,"TSC22D1",8.53239617706446,6.57584845624761e-54,9.01811857289797e-50,8.53239617706446
"7",45,"RP11-367G6.3",8.03372576876745,6.96087169865528e-102,9.54613944753585e-98,8.03372576876745
"7",46,"F13A1",8.00531164197828,3.6080521585526e-96,4.94808273023904e-92,8.00531164197828
"7",47,"C6orf25",7.99356955048643,1.10878458482815e-78,1.52058717963332e-74,7.99356955048643
"7",48,"MMD",7.86896924134636,3.73857400181726e-62,5.12708038609219e-58,7.86896924134636
"7",49,"NRGN",7.84981026436673,2.64761795210014e-100,3.63094325951013e-96,7.84981026436673
"7",50,"PTGS1",7.54227716254895,2.51816143618761e-83,3.45340659358769e-79,7.54227716254895
