index,palantir_pseudotime,palantir_entropy,cluster,fate_Ery,fate_Lymph,fate_DC,fate_Mono
Run4_126218864650676,0.4401158929798361,0.9874988051155201,2,0.6459822295646783,0.045771042667636166,0.11075574366249116,0.1974909841052189
Run4_126227542817590,0.03737818654677956,1.313826330369277,0,0.301604830589267,0.12265059992223347,0.20880253765725262,0.36694203183125806
Run4_126227542919516,0.4731241890057496,1.2258230835631445,4,0.21632510552515324,0.06964990063040748,0.26059411359968154,0.45343088024476474
Run4_126227557039341,0.21296153312363827,1.2932415049168817,1,0.2872244865131396,0.10341183195100145,0.21984995812902838,0.38951372340684265
Run4_126227557046070,0.32659151441521245,1.151980965983213,2,0.520705584709701,0.06401158027596797,0.14938681886164207,0.26589601615270864
Run4_126227557243316,0.5167740184728372,1.1606213333824533,4,0.15474366257221778,0.05086899332276804,0.32519330854121276,0.46919403556380546
Run4_126227557275374,0.6637495058754292,0.1297771037540195,5,0.0,0.9779229895653767,0.0,0.0
Run4_126227569366820,0.4336475773568141,1.2304582657869196,4,0.22420126985826852,0.0719808747651417,0.25119178306135487,0.45262607231524254
Run4_126227569392476,0.6746348038854361,0.11137640086722567,5,0.0,0.9816341008054124,0.0,0.0
Run4_126227569621427,0.2761942233383692,1.2771026858134464,1,0.26909834936391375,0.09264252898524136,0.22947909438093217,0.40878002726992285
Run4_126227588246750,0.2568629547119709,1.2781761416262412,1,0.27163996415725167,0.09307899901595991,0.22841018276894695,0.4068708540578521
Run4_126227588791004,0.5039437993124631,1.1848238998608212,4,0.16899280587988863,0.05534877594064312,0.32413181218569753,0.4515266059937754
Run4_126227588802285,0.4637064411690667,1.2255083686791735,4,0.21993333464408996,0.07053848430108352,0.2525174008263852,0.4570107802284495
