"cell","samples","orig.ident","lineage","ExclusionScore"
"cy60_1_cd_45_pos_3_C10_S322_comb","Mel60","cy60","B_cell",-0.151046680591655
"cy79_p3_CD45_pos_PD1_neg_F03_S159_comb","Mel79","cy79","B_cell",-0.270997167786453
"cy82_CD45_pos_3_C08_S32_comb","Mel82","cy82","NK",-0.293006624158232
"cy80_Cd45_pos_PD1_pos_S136_F04_S136_comb","Mel80","cy80","B_cell",-0.314398608094681
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G03_S555_comb","Mel79","cy79","B_cell",-0.227751396778414
"cy53_1_CD45_pos_2_B09_S981_comb","Mel53","cy53","Myeloid",-0.187280345303494
"cy80_Cd45_pos_Pd1_neg_S245_C05_S245_comb","Mel80","cy80","B_cell",-0.242340044063003
"Cy72_CD45_B09_S693_comb","Mel72","Cy72","B_cell",-0.188443923719497
"cy94_cd45pos_4_C02_S26_comb","Mel94","cy94","Endothelial",-0.179490469993985
"cy94_cd45neg_cd90pos_A01_S289_comb","Mel94","cy94","Endothelial",-0.199167732961461
"cy80_CD45_neg_F10_S454_comb","Mel80","cy80","B_cell",-0.174496403299144
"cy84_Primary_CD45_pos_D12_S432_comb","Mel84","cy84","B_cell",-0.199124790913533
"cy80_Cd45_pos_Pd1_neg_S297_E09_S297_comb","Mel80","cy80","B_cell",-0.22459734279045
"CY89A_CD45_POS_6_A11_S107_comb","Mel89","CY89A","B_cell",-0.0940157712789839
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D08_S524_comb","Mel79","cy79","B_cell",-0.263894711832273
"CY88CD45_150813_H06_S378_comb","Mel88","CY88CD45","Myeloid",-0.114766515396871
"CY89COREQ1_F05_S353_comb","Mel89","CY89COREQ1","B_cell",-0.251473881277283
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb","Mel60","cy60","B_cell",-0.256286963806023
"cy60_1_cd_45_pos_3_E05_S341_comb","Mel60","cy60","B_cell",-0.244272239628843
"cy72_CD45_pos_H04_S952_comb","Mel72","cy72","B_cell",-0.241510374856513
"cy80_CD_90_pos_F07_S931_comb","Mel80","cy80","CAF",-0.0170808745231911
"cy60_1_cd_45_pos_3_D03_S327_comb","Mel60","cy60","B_cell",-0.227110086610473
"Cy81_Bulk_CD45_G05_S173_comb","Mel81","Cy81","Endothelial",-0.0220747658807807
"cy94_cd45pos_B04_S112_comb","Mel94","cy94","B_cell",-0.265288326613294
"cy80_CD45_pos_PD1_pos_H01_S181_comb","Mel80","cy80","NK",-0.266416984848097
"CY88CD45POS_2_H11_S479_comb","Mel88","CY88CD45POS","B_cell",-0.104776053353078
"CY89A_Core_15_C04_S28_comb","Mel89","CY89A","B_cell",-0.246078601408738
"CY84_PRIM_POS_ALL_8_B06_S114_comb","Mel84","CY84","Myeloid",-0.15689015511678
"cy80_Cd45_pos_Pd1_neg_S291_E03_S291_comb","Mel80","cy80","B_cell",-0.233518862055014
"cy80_Cd45_pos_Pd1_neg_S266_D02_S266_comb","Mel80","cy80","B_cell",-0.151266358470646
"cy53_1_CD45_pos_1_A09_S9_comb","Mel53","cy53","NK",-0.299851810027229
"CY89FNA_F08_S260_comb","Mel89","CY89FNA","NK",-0.22692829485084
"CY89A_CD45_POS_10_A02_S194_comb","Mel89","CY89A","B_cell",-0.011158999098609
"Cy81_Bulk_CD45_G08_S176_comb","Mel81","Cy81","CAF",-0.00605777521401651
"cy80_CD45_neg_E09_S441_comb","Mel80","cy80","NK",-0.322128159518645
"cy80_CD_90_pos_C05_S893_comb","Mel80","cy80","CAF",-0.166606619078349
"cy60_1_cd_45_pos_4_E08_S56_comb","Mel60","cy60","NK",-0.244986866549777
"CY94CD45POS_1_C03_S123_comb","Mel94","CY94CD45POS","B_cell",-0.253797435055598
"cy80_Cd45_pos_Pd1_neg_S342_G06_S342_comb","Mel80","cy80","B_cell",-0.309763011904906
"CY88CD45_150813_D09_S333_comb","Mel88","CY88CD45","B_cell",-0.259094635105971
"CY89A_CD45_POS_6_F01_S157_comb","Mel89","CY89A","NK",-0.177031728523575
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A12_S12_comb","Mel79","cy79","Malignant",0.588103240702832
"cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb","Mel80","cy80","B_cell",-0.245397653948762
"CY84_PRIM_POS_ALL_7_F12_S264_comb","Mel84","CY84","Myeloid",0.00119074319160314
"CY84_PRIM_POS_ALL_7_F02_S254_comb","Mel84","CY84","CAF",-0.23277292694096
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb","Mel60","cy60","B_cell",-0.209838338741244
"cy94_cd45neg_cd90pos_F11_S359_comb","Mel94","cy94","CAF",-0.219262871563965
"cy79_p3_CD45_pos_PD1_neg_F01_S157_comb","Mel79","cy79","B_cell",-0.249242426190221
"cy80_CD45_neg_D01_S421_comb","Mel80","cy80","NK",-0.294615186587923
"CY89A_Core_15_G02_S74_comb","Mel89","CY89A","B_cell",-0.182548909038402
"Cy72_CD45_C10_S706_comb","Mel72","Cy72","B_cell",-0.15928202851764
"CY88CD45_150813_C11_S323_comb","Mel88","CY88CD45","Malignant",-0.0564192566811669
"cy53_1_CD45_neg_B11_S311_comb","Mel53","cy53","Endothelial",-0.148923961955068
"cy79_p3_CD45_pos_PD1_neg_B12_S120_comb","Mel79","cy79","B_cell",-0.270211621384262
"CY94CD45POS_1_G10_S178_comb","Mel94","CY94CD45POS","B_cell",-0.211651498185076
"cy80_CD45_pos_PD1_pos_B08_S116_comb","Mel80","cy80","B_cell",-0.336190567329878
"CY94CD45POS_1_A05_S101_comb","Mel94","CY94CD45POS","B_cell",-0.204892972420098
"cy53_1_CD45_neg_D07_S331_comb","Mel53","cy53","CAF",0.0511110470095487
"cy88_cd_45_pos_F06_S450_comb","Mel88","cy88","B_cell",-0.160512761838991
"cy82_CD45_pos_2_H04_S568_comb","Mel82","cy82","Myeloid",-0.245195835042715
"cy88_cd45pos_5_E04_S244_comb","Mel88","cy88","Malignant",-0.150148137149133
"CY89COREQ1_E06_S342_comb","Mel89","CY89COREQ1","B_cell",-0.267184202761114
"cy88_cd45pos_5_D01_S229_comb","Mel88","cy88","Myeloid",0.0911271622117426
"cy88_cd45pos_5_D02_S230_comb","Mel88","cy88","B_cell",-0.030344790287868
"cy79_p3_CD45_pos_PD1_neg_C07_S127_comb","Mel79","cy79","B_cell",-0.246462723781862
"CY89A_Core_15_A05_S5_comb","Mel89","CY89A","B_cell",-0.222385133011272
"CY89COREQ1_C12_S324_comb","Mel89","CY89COREQ1","B_cell",-0.252157804441892
"Cy81_Bulk_CD45_B08_S116_comb","Mel81","Cy81","CAF",0.0935047722342399
"CY89COREQ1_E10_S346_comb","Mel89","CY89COREQ1","Myeloid",-0.188276676066306
"cy80_CD45_neg_C10_S898_comb","Mel80","cy80","B_cell",-0.282487885925416
"cy53_1_CD45_pos_1_A02_S2_comb","Mel53","cy53","NK",-0.171922796570718
"cy58_1_CD45_pos_C04_S604_comb","Mel58","cy58","NK",-0.198133578215743
"cy53_1_CD45_neg_H07_S379_comb","Mel53","cy53","Endothelial",-0.197953491415101
"Cy81_FNA_CD45_H05_S281_comb","Mel81","Cy81","B_cell",-0.21929844334757
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B11_S503_comb","Mel79","cy79","B_cell",-0.139790758241179
"cy82_CD45_pos_2_C04_S508_comb","Mel82","cy82","Myeloid",-0.142254016030145
"cy82_CD45_pos_1_F01_S541_comb","Mel82","cy82","B_cell",-0.156828151533073
"cy53_1_CD45_pos_2_H12_S1056_comb","Mel53","cy53","Myeloid",-0.262328519373429
"Cy72_CD45_A06_S678_comb","Mel72","Cy72","Myeloid",-0.293146579228367
"Cy72_CD45_F10_S742_comb","Mel72","Cy72","B_cell",-0.218689606603437
"CY94CD45POS_1_E07_S151_comb","Mel94","CY94CD45POS","B_cell",-0.271870754308835
"cy60_1_cd_45_pos_4_C09_S33_comb","Mel60","cy60","B_cell",-0.240148725070725
"cy80_CD_90_pos_B02_S878_comb","Mel80","cy80","CAF",-0.0603492233941801
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G08_S560_comb","Mel79","cy79","B_cell",-0.269792111577208
"CY88CD45_150813_G11_S371_comb","Mel88","CY88CD45","Myeloid",0.162036671766877
"CY89COREQ1_B10_S310_comb","Mel89","CY89COREQ1","B_cell",-0.25872035947479
"cy60_1_cd_45_pos_4_H06_S90_comb","Mel60","cy60","B_cell",-0.285931617839431
"CY84_PRIM_POS_ALL_8_D04_S136_comb","Mel84","CY84","Myeloid",0.0989020459571575
"CY88CD45POS_2_F01_S445_comb","Mel88","CY88CD45POS","T_cell",-0.00199194316913939
"Cy80_II_CD45_C12_S900_comb","Mel80","Cy80","Endothelial",-0.142070385450453
"Cy74_CD45_A02_S386_comb","Mel74","Cy74","T_cell",-0.198009512517817
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H08_S1052_comb","Mel60","cy60","Myeloid",0.0110270524560144
"cy80_Cd45_pos_PD1_pos_D01_S85_comb","Mel80","cy80","Myeloid",-0.22470024736026
"cy58_1_CD45_pos_B03_S591_comb","Mel58","cy58","Myeloid",-0.252776248725956
"cy82_CD45_pos_1_D06_S522_comb","Mel82","cy82","CAF",-0.0916275697178512
"cy81_Bulk_CD45_neg_G02_S170_comb","Mel81","cy81","CAF",0.108197455161472
"cy80_CD45_neg_A04_S868_comb","Mel80","cy80","Endothelial",-0.189699475646397
"CY89A_CD45_POS_6_C04_S124_comb","Mel89","CY89A","B_cell",-0.265592690122114
"cy58_1_CD45_pos_A09_S585_comb","Mel58","cy58","Myeloid",-0.109375167837466
"CY89A_Core_15_E11_S59_comb","Mel89","CY89A","B_cell",-0.237654990120954
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb","Mel60","cy60","B_cell",-0.223270508084722
"CY88CD45_150813_A01_S289_comb","Mel88","CY88CD45","Myeloid",-0.159789391759406
"cy60_1_cd_45_pos_3_E11_S347_comb","Mel60","cy60","Myeloid",-0.106900699900325
"cy60_1_cd_45_pos_4_C11_S35_comb","Mel60","cy60","NK",-0.177437344403897
"CY58_1_CD45_H08_S1052_comb","Mel58","CY58","Endothelial",-0.240889976672686
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb","Mel60","cy60","B_cell",-0.28174511764398
"cy60_1_cd_45_pos_4_E03_S51_comb","Mel60","cy60","B_cell",-0.205667217839351
"CY58_1_CD45_F08_S1028_comb","Mel58","CY58","NK",-0.192691469249137
"cy80_CD45_neg_E02_S434_comb","Mel80","cy80","NK",-0.258854030704542
"cy58_1_CD45_pos_G11_S659_comb","Mel58","cy58","NK",-0.233744735811073
"CY89A_CD45_POS_6_D09_S141_comb","Mel89","CY89A","T_cell",-0.212293340454461
"cy79_p3_CD45_pos_PD1_neg_A05_S101_comb","Mel79","cy79","B_cell",-0.157006084443738
"CY88_3_E09_S633_comb","Mel88","CY88","Malignant",0.476513900586976
"Cy72_CD45_A03_S675_comb","Mel72","Cy72","B_cell",-0.237605313247483
"cy80_Cd45_pos_Pd1_neg_S267_D03_S267_comb","Mel80","cy80","B_cell",-0.255832451461932
"CY89COREQ1_G11_S371_comb","Mel89","CY89COREQ1","B_cell",-0.204761571833605
"Cy72_CD45_C03_S699_comb","Mel72","Cy72","B_cell",-0.171717291629628
"cy80_CD45_neg_C08_S896_comb","Mel80","cy80","Myeloid",-0.0745236918750908
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D10_S526_comb","Mel79","cy79","B_cell",-0.219395837462111
"Cy81_FNA_CD45_G11_S275_comb","Mel81","Cy81","B_cell",-0.226734773903439
"cy94_cd45neg_cd90pos_E10_S346_comb","Mel94","cy94","B_cell",-0.244548964558918
"cy94_cd45pos_4_G06_S78_comb","Mel94","cy94","B_cell",-0.205100877196003
"cy94_cd45neg_cd90pos_F08_S356_comb","Mel94","cy94","B_cell",-0.20320661213351
"cy84_Met_CD45_pos_H09_S957_comb","Mel84","cy84","Myeloid",-0.24165247561866
"cy78_CD45_neg_2_B11_S599_comb","Mel78","cy78","Malignant",0.714955926302566
"Cy72_CD45_C06_S702_comb","Mel72","Cy72","B_cell",-0.206228855334925
"cy53_1_CD45_neg_G06_S366_comb","Mel53","cy53","NK",-0.207027271493297
"Cy71_CD45_B04_S496_comb","Mel71","Cy71","Malignant",0.658946465946565
"Cy74_CD45_F10_S454_comb","Mel74","Cy74","B_cell",-0.215984110250193
"cy88_cd45pos_5_B01_S205_comb","Mel88","cy88","Myeloid",-0.0578358901391341
"cy84_Primary_CD45_pos_A10_S394_comb","Mel84","cy84","B_cell",-0.281035090573198
"Cy81_Bulk_CD45_E11_S155_comb","Mel81","Cy81","Myeloid",-0.0850950324478861
"cy60_1_cd_45_pos_4_A03_S3_comb","Mel60","cy60","B_cell",-0.227754557023216
"cy78_CD45_neg_3_A06_S678_comb","Mel78","cy78","Malignant",0.74828132306899
"CY94CD45POS_1_C05_S125_comb","Mel94","CY94CD45POS","B_cell",-0.3072417843642
"CY89A_Core_15_B09_S21_comb","Mel89","CY89A","B_cell",-0.195766846617632
"CY89COREQ1_B08_S308_comb","Mel89","CY89COREQ1","B_cell",-0.229656280031352
"cy82_CD45_pos_3_A07_S7_comb","Mel82","cy82","NK",-0.135294472427141
"CY89CORE11_E07_S151_comb","Mel89","CY89CORE11","Malignant",0.343767759697119
"cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb","Mel79","cy79","Malignant",0.602554847296743
"Cy80_II_CD45_G10_S946_comb","Mel80","Cy80","Endothelial",-0.246722303745145
"CY89NEG_D04_S40_comb","Mel89","CY89NEG","Malignant",0.672803377434044
"cy79_p3_CD45_neg_PDL1_neg_G02_S266_comb","Mel79","cy79","Malignant",0.474940813168241
"Cy80_II_CD45_F08_S932_comb","Mel80","Cy80","Endothelial",-0.207714024144605
"CY89A_Core_15_D11_S47_comb","Mel89","CY89A","B_cell",-0.22476085082042
"cy53_1_CD45_pos_1_A08_S8_comb","Mel53","cy53","NK",-0.287738491762943
"CY89COREQ1_G07_S367_comb","Mel89","CY89COREQ1","B_cell",-0.24309464970142
"cy80_Cd45_pos_Pd1_neg_S289_E01_S289_comb","Mel80","cy80","B_cell",-0.275181571642615
"CY88CD45_150813_E09_S345_comb","Mel88","CY88CD45","Myeloid",-0.0227206174834836
"CY89FNA_A10_S202_comb","Mel89","CY89FNA","B_cell",-0.252250466809154
"cy72_CD45_pos_G09_S945_comb","Mel72","cy72","B_cell",-0.23830688517408
"cy80_CD_90_pos_G06_S942_comb","Mel80","cy80","CAF",-0.05872335417729
"Cy72_CD45_F04_S736_comb","Mel72","Cy72","B_cell",-0.18676921466027
"cy79_p3_CD45_pos_PD1_neg_G10_S178_comb","Mel79","cy79","B_cell",-0.256174470711133
"cy94_cd45pos_G04_S172_comb","Mel94","cy94","B_cell",-0.253370725132159
"cy53_1_CD45_pos_2_C12_S996_comb","Mel53","cy53","Myeloid",-0.220378706630161
"cy79_p3_CD45_pos_PD1_neg_E05_S149_comb","Mel79","cy79","B_cell",-0.163377820887762
"cy60_1_cd_45_pos_3_F07_S355_comb","Mel60","cy60","B_cell",-0.20126873027852
"cy53_1_CD45_pos_2_C10_S994_comb","Mel53","cy53","Myeloid",-0.245040470423541
"CY89FNA_E03_S243_comb","Mel89","CY89FNA","Myeloid",-0.259608431806761
"cy60_1_cd_45_pos_4_D08_S44_comb","Mel60","cy60","B_cell",-0.155230147678234
"cy94_cd45pos_G05_S173_comb","Mel94","cy94","B_cell",-0.237657871963891
"cy94_cd45neg_cd90pos_G02_S362_comb","Mel94","cy94","B_cell",-0.316972693349895
"cy60_1_cd_45_pos_4_G04_S76_comb","Mel60","cy60","B_cell",-0.189019163984844
"cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb","Mel79","cy79","Malignant",0.565132337621928
"cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb","Mel79","cy79","Malignant",0.529639432365959
"cy94_cd45neg_cd90pos_H01_S373_comb","Mel94","cy94","B_cell",-0.297026010498502
"cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb","Mel79","cy79","Malignant",0.853787911245688
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E09_S537_comb","Mel79","cy79","B_cell",-0.248508234993824
"cy80_cd_90_neg_C03_S123_comb","Mel80","cy80","CAF",-0.221978798045032
"cy72_CD45_pos_D02_S902_comb","Mel72","cy72","B_cell",-0.324197823021726
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb","Mel79","cy79","Malignant",0.42497311107949
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G05_S1037_comb","Mel60","cy60","B_cell",-0.21658496047133
"CY88CD45_150813_G06_S366_comb","Mel88","CY88CD45","Myeloid",-0.0460358676024812
"cy60_1_cd_45_pos_3_A06_S294_comb","Mel60","cy60","B_cell",-0.20556988986497
